matricula,cpf,curriculo,forma_ingresso,ano_ingresso,periodo_ingresso,reserva_vagas,forma_evasao,ano_evasao,periodo_evasao,evadiu_periodo,sexo,cor,tipo_ensino_medio,ano_nascimento,idade_ingresso,idade_evasao,media_vestibular,periodo_ingresso_concat,periodo_evasao_concat
900000197,00000000382,1999,VESTIBULAR,2010,1,,REGULAR,-1,0,-4022,Homem,Parda,Somente escola privada,1993,17,-1994,7138,2010.1,-1
900001474,00000000383,1999,VESTIBULAR / ENEM,2014,1,,CANCELADO REPROVOU TODAS POR FALTAS,2014,1,1,Homem,Parda,,1992,22,22,5585,2014.1,2014.1
900000036,00000000384,1999,VESTIBULAR / ENEM,2014,1,,CANCELADO REPROVOU TODAS POR FALTAS,2015,2,4,Homem,Branca,,1984,30,31,5849,2014.1,2015.2
900000226,00000000385,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2011,2,0,Homem,Branca,Somente escola privada,1988,24,23,6637,2012.1,2011.2
900000791,00000000386,1999,JUDICIAL,2010,2,,CANCELAMENTO P/ SOLICITACAO ALUNO,2014,2,9,Homem,Branca,Somente escola privada,1991,19,23,5651,2010.2,2014.2
900000519,00000000387,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,2,0,Homem,Branca,Somente escola privada,1994,19,18,63576,2013.1,2012.2
900001213,00000000388,2017,SISU,2018,1,,REGULAR,-1,0,-4038,Mulher,Branca,Somente escola privada,1999,19,-2000,64624,2018.1,-1
900000866,00000000389,1999,VESTIBULAR,2009,1,,REGULAR,-1,0,-4020,Homem,Branca,Somente escola privada,1983,26,-1984,6595,2009.1,-1
900002689,00000000390,1999,VESTIBULAR / ENEM,2013,2,,CANCELAMENTO POR ABANDONO,2009,2,-7,Homem,Não declarada,,1997,16,12,67433,2013.2,2009.2
900002670,00000000391,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2009,2,-4,Homem,Branca,Somente escola privada,1994,18,15,7147,2012.1,2009.2
900000368,00000000392,1999,VESTIBULAR / ENEM,2014,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2013,1,-1,Homem,Parda,,1995,19,18,,2014.1,2013.1
900001136,00000000393,2017,SISU,2020,1,,REGULAR,-1,0,-4042,Homem,Parda,Somente escola pública,2001,19,-2002,,2020.1,-1
900000914,00000000394,1999,VESTIBULAR / ENEM,2013,1,,CANCELAMENTO POR ABANDONO,2013,1,1,Homem,Branca,Somente escola pública,1993,20,20,5959,2013.1,2013.1
900001555,00000000395,1999,VESTIBULAR / ENEM,2011,1,,GRADUADO,2015,1,9,Homem,Branca,,1990,21,25,6395,2011.1,2015.1
900002416,00000000396,1999,VESTIBULAR,2008,2,,REGULAR,-1,0,-4019,Homem,Parda,Somente escola pública,1987,21,-1988,613,2008.2,-1
900000601,00000000397,2017,SISU,2017,1,3,CANCELAMENTO POR ABANDONO,2016,2,0,Mulher,Branca,Somente escola privada,1999,18,17,62531,2017.1,2016.2
900001602,00000000398,1999,TRANSFERENCIA,2014,2,,REGULAR,-1,0,-4031,Mulher,Não declarada,Somente escola privada,1990,24,-1991,63360,2014.2,-1
900002586,00000000399,1999,VESTIBULAR,2006,2,,GRADUADO,2019,2,27,Homem,Branca,Somente escola pública,1988,18,31,61818,2006.2,2019.2
900000100,00000000400,1999,VESTIBULAR / ENEM,2013,1,,REGULAR,-1,0,-4028,Homem,Branca,,1993,20,-1994,6501,2013.1,-1
900001425,00000000401,2017,SISU,2019,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,1,-13,Homem,Parda,Somente escola privada,1999,20,13,6725,2019.1,2012.1
900001451,00000000402,1999,VESTIBULAR,2009,1,,CANCELAMENTO POR ABANDONO,2011,1,5,Homem,Branca,Somente escola privada,1991,18,20,654,2009.1,2011.1
900001057,00000000403,1999,VESTIBULAR,2008,1,,REGULAR,-1,0,-4018,Homem,Não declarada,Somente escola privada,1986,22,-1987,6449,2008.1,-1
900000639,00000000404,1999,VESTIBULAR,2009,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2010,1,2,Homem,Branca,,1990,19,20,72947,2009.2,2010.1
900001176,00000000405,1999,TRANSFERENCIA,2012,2,,GRADUADO,2019,1,14,Homem,Parda,Somente escola privada,1995,17,24,70074,2012.2,2019.1
900001513,00000000406,1999,VESTIBULAR,2007,1,,GRADUADO,2016,2,20,Homem,Branca,,1988,19,28,65997,2007.1,2016.2
900000193,00000000407,1999,VESTIBULAR,2010,1,,REGULAR,-1,0,-4022,Mulher,Não declarada,,1991,19,-1992,62419,2010.1,-1
900001466,00000000408,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO REPROVOU TODAS POR FALTAS,2016,1,9,Homem,Parda,Somente escola pública,1994,18,22,6191,2012.1,2016.1
900000343,00000000409,1999,VESTIBULAR,2010,1,,CANCELADO REPROVOU TODAS POR FALTAS,2010,1,1,Homem,Branca,,1991,19,19,657,2010.1,2010.1
900001282,00000000410,1999,VESTIBULAR,2007,2,,CANCELADO REPROVOU TODAS POR FALTAS,2012,1,10,Homem,Branca,Somente escola privada,1986,21,26,6133,2007.2,2012.1
900000703,00000000411,1999,SISU,2016,1,2,REGULAR,-1,0,-4034,Homem,Branca,,1999,17,-2000,6471,2016.1,-1
900002195,00000000412,1999,SISU,2015,1,4,CANCELAMENTO POR ABANDONO,2014,1,-1,Homem,Branca,Somente escola privada,1995,20,19,5518,2015.1,2014.1
900001619,00000000413,1999,SISU,2016,1,5,GRADUADO,2017,2,4,Homem,Branca,Somente escola pública,1998,18,19,6348,2016.1,2017.2
900000970,00000000414,1999,VESTIBULAR,2010,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2017,1,15,Homem,Preta,Somente escola privada,1993,17,24,6720,2010.1,2017.1
900000216,00000000415,1999,VESTIBULAR / ENEM,2014,1,3,REGULAR,-1,0,-4030,Homem,Não declarada,,1997,17,-1998,623,2014.1,-1
900000596,00000000416,2017,SISU,2017,2,,REGULAR,-1,0,-4037,Homem,Não declarada,Somente escola privada,1993,24,-1994,70652,2017.2,-1
900000267,00000000417,2017,SISU,2021,1,,GRADUADO,2016,1,-9,Homem,Branca,Somente escola privada,1997,24,19,6182,2021.1,2016.1
900002035,00000000418,2017,SISU,2020,1,2,CANCELADO NOVO INGRESSO MESMO CURSO,2013,1,-13,Homem,Branca,Somente escola privada,2002,18,11,6035,2020.1,2013.1
900002194,00000000419,1999,VESTIBULAR,2007,2,,GRADUADO,2018,1,22,Homem,Parda,Somente escola privada,1983,24,35,5886,2007.2,2018.1
900000615,00000000420,1999,VESTIBULAR,2006,2,,REGULAR,-1,0,-4015,Homem,Parda,,1982,24,-1983,65194,2006.2,-1
900002530,00000000421,2017,SISU,2017,1,,REGULAR,-1,0,-4036,Mulher,Branca,Somente escola privada,1994,23,-1995,66166,2017.1,-1
900002657,00000000422,1999,JUDICIAL,2009,2,,REGULAR,-1,0,-4021,Homem,Branca,Somente escola privada,1984,25,-1985,6662,2009.2,-1
900001110,00000000423,1999,VESTIBULAR / ENEM,2014,1,5,CANCELADO REPROVOU TODAS POR FALTAS,2016,1,5,Homem,Não declarada,Somente escola pública,1994,20,22,73306,2014.1,2016.1
900001669,00000000424,2017,SISU,2015,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,1,-6,Homem,Não declarada,Somente escola pública,1989,26,23,6124,2015.2,2012.1
900002621,00000000425,1999,VESTIBULAR,2010,2,,CANCELADO REPROVOU TODAS POR FALTAS,2015,2,11,Homem,Parda,,1991,19,24,6302,2010.2,2015.2
900000288,00000000426,1999,VESTIBULAR / ENEM,2013,2,,GRADUADO,2018,2,11,Mulher,Branca,,1993,20,25,6327,2013.2,2018.2
900002253,00000000427,1999,VESTIBULAR / ENEM,2011,1,,GRADUADO,2010,2,0,Homem,Não declarada,Somente escola privada,1991,20,19,5707,2011.1,2010.2
900002054,00000000428,1999,VESTIBULAR / ENEM,2013,2,,GRADUADO,2019,2,13,Mulher,Não declarada,,1997,16,22,74118,2013.2,2019.2
900001694,00000000429,2017,SISU,2016,1,,REGULAR,-1,0,-4034,Homem,Parda,Somente escola pública,1995,21,-1996,6536,2016.1,-1
900001056,00000000430,2017,SISU,2018,2,,CANCELAMENTO POR ABANDONO,2020,1,4,Homem,Branca,Somente escola pública,1998,20,22,6782,2018.2,2020.1
900001044,00000000431,1999,VESTIBULAR,2010,1,,GRADUADO,2013,1,7,Mulher,Não declarada,,1990,20,23,599,2010.1,2013.1
900000442,00000000432,2017,SISU,2015,1,,REGULAR,-1,0,-4032,Homem,Parda,Somente escola pública,1969,46,-1970,606,2015.1,-1
900001598,00000000433,2017,SISU,2020,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2020,1,1,Homem,Branca,Somente escola privada,2003,17,17,7292,2020.1,2020.1
900002215,00000000434,2017,SISU,2021,1,,GRADUADO,2018,2,-4,Homem,Preta,,2002,19,16,69305,2021.1,2018.2
900001893,00000000435,2017,SISU,2020,2,2,REGULAR,-1,0,-4043,Homem,Parda,Somente escola pública,2002,18,-2003,63662,2020.2,-1
900001860,00000000436,1999,VESTIBULAR,2006,2,,GRADUADO,2016,1,20,Homem,Branca,,1986,20,30,60303,2006.2,2016.1
900002390,00000000437,1999,VESTIBULAR,2010,2,,REGULAR,-1,0,-4023,Homem,Branca,Somente escola pública,1993,17,-1994,7246,2010.2,-1
900000919,00000000438,1999,VESTIBULAR,2007,1,,REGULAR,-1,0,-4016,Homem,Branca,Somente escola pública,1988,19,-1989,62089,2007.1,-1
900000874,00000000439,2017,SISU,2021,1,,GRADUADO,2015,2,-10,Mulher,Parda,Somente escola pública,2003,18,12,63223,2021.1,2015.2
900000912,00000000440,2017,SISU,2019,2,,REGULAR,-1,0,-4041,Homem,Parda,Somente escola privada,2001,18,-2002,65799,2019.2,-1
900000029,00000000441,1999,SISU,2014,2,,REGULAR,-1,0,-4031,Mulher,Parda,Somente escola privada,1998,16,-1999,6144,2014.2,-1
900002760,00000000442,1999,VESTIBULAR,2007,2,,GRADUADO,2016,1,18,Homem,Não declarada,,1984,23,32,66638,2007.2,2016.1
900000494,00000000443,2017,SISU,2019,1,,GRADUADO,2017,2,-2,Homem,Branca,Somente escola privada,1997,22,20,6095,2019.1,2017.2
900002684,00000000444,2017,SISU,2020,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2017,2,-4,Mulher,Branca,Somente escola privada,2003,17,14,6449,2020.1,2017.2
900002377,00000000445,2017,SISU,2018,1,,CANCELADO REPROVOU TODAS POR FALTAS,2013,2,-8,Homem,Parda,Somente escola pública,1996,22,17,5638,2018.1,2013.2
900001486,00000000446,2017,SISU,2016,2,,REGULAR,-1,0,-4035,Mulher,Branca,Somente escola privada,1996,20,-1997,58191,2016.2,-1
900002123,00000000447,1999,SISU,2015,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2017,2,6,Homem,Não declarada,,1995,20,22,47521,2015.1,2017.2
900002634,00000000448,2017,SISU,2019,2,,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,-9,Homem,Não declarada,Somente escola privada,2002,17,12,5561,2019.2,2014.2
900001249,00000000449,2017,SISU,2018,2,2,GRADUADO,2019,1,2,Homem,Parda,Somente escola privada,1987,31,32,6193,2018.2,2019.1
900001541,00000000450,1999,VESTIBULAR / ENEM,2011,1,,REGULAR,-1,0,-4024,Homem,Branca,,1991,20,-1992,7710,2011.1,-1
900000244,00000000451,1999,SISU,2016,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2017,2,4,Mulher,Branca,Somente escola privada,1995,21,22,6234,2016.1,2017.2
900000863,00000000452,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,7,Homem,Parda,Somente escola privada,1994,18,21,62691,2012.1,2015.1
900002101,00000000453,1999,VESTIBULAR / ENEM,2013,2,,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,3,Mulher,Parda,Somente escola privada,1994,19,20,7052,2013.2,2014.2
900001205,00000000454,1999,VESTIBULAR,2006,2,,CANCELADO REPROVOU TODAS POR FALTAS,2015,2,19,Homem,Parda,Somente escola privada,1984,22,31,6169,2006.2,2015.2
900001949,00000000455,2017,SISU,2019,2,3,REGULAR,-1,0,-4041,Homem,Parda,Somente escola privada,2000,19,-2001,71056,2019.2,-1
900001941,00000000456,1999,VESTIBULAR / ENEM,2012,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2019,1,15,Homem,Parda,Somente escola pública,1993,19,26,6809,2012.1,2019.1
900000064,00000000457,2017,SISU,2020,1,,GRADUADO,2014,2,-10,Homem,Branca,"Pública e privada, tendo ficado mais tempo em escola privada",1999,21,15,6793,2020.1,2014.2
900002060,00000000458,1999,VESTIBULAR / ENEM,2011,1,,CANCELAMENTO POR ABANDONO,2012,1,3,Homem,Branca,,1993,18,19,59745,2011.1,2012.1
900001169,00000000459,2017,SISU,2017,2,,CANCELAMENTO POR ABANDONO,2019,2,5,Homem,Branca,Somente escola pública,1999,18,20,73897,2017.2,2019.2
900000352,00000000460,1999,VESTIBULAR / ENEM,2011,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,9,Homem,Branca,Somente escola privada,1990,21,25,68361,2011.1,2015.1
900001198,00000000461,1999,VESTIBULAR / ENEM,2013,2,,GRADUADO,2014,2,3,Homem,Branca,Somente escola privada,1995,18,19,68702,2013.2,2014.2
900002087,00000000462,1999,SISU,2014,2,2,CANCELADO 3 REPROV MESMA DISCIPLINA,2013,2,-1,Homem,Não declarada,Somente escola privada,1996,18,17,,2014.2,2013.2
900002349,00000000463,1999,VESTIBULAR,2006,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2020,1,29,Homem,Branca,Somente escola privada,1988,18,32,64115,2006.1,2020.1
900002698,00000000464,2017,SISU,2018,1,2,CANCELAMENTO POR ABANDONO,2012,2,-10,Homem,Branca,Somente escola pública,1997,21,15,5858,2018.1,2012.2
900000883,00000000465,2017,REOPCAO,2015,1,,GRADUADO,2010,2,-8,Homem,Branca,Somente escola privada,1998,17,12,,2015.1,2010.2
900000136,00000000466,1999,JUDICIAL,2008,2,,REGULAR,-1,0,-4019,Homem,Parda,Somente escola pública,1986,22,-1987,59887,2008.2,-1
900002718,00000000467,1999,VESTIBULAR / ENEM,2013,1,,REGULAR,-1,0,-4028,Homem,Amarela,Somente escola privada,1995,18,-1996,5667,2013.1,-1
900001211,00000000468,1999,VESTIBULAR / ENEM,2011,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,2,3,Homem,Branca,Somente escola privada,1990,21,22,6841,2011.2,2012.2
900000460,00000000469,1999,SISU,2014,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,2,Homem,Parda,Somente escola pública,1987,27,28,75855,2014.2,2015.1
900002466,00000000470,1999,SISU,2017,1,4,REGULAR,-1,0,-4036,Homem,Parda,Somente escola pública,1999,18,-2000,75986,2017.1,-1
900000991,00000000471,1999,REOPCAO,2008,2,,CANCELADO REPROVOU TODAS POR FALTAS,2011,2,7,Homem,Branca,Somente escola privada,1985,23,26,75023,2008.2,2011.2
900002302,00000000472,1999,VESTIBULAR / ENEM,2013,2,,GRADUADO,2019,2,13,Homem,Preta,Somente escola privada,1988,25,31,61623,2013.2,2019.2
900002541,00000000473,1999,VESTIBULAR,2010,2,,REGULAR,-1,0,-4023,Homem,Branca,Somente escola privada,1987,23,-1988,6333,2010.2,-1
900002226,00000000474,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,1,-1,Homem,Não declarada,Somente escola pública,1995,18,17,590,2013.1,2012.1
900002438,00000000475,2017,TRANSFERENCIA,2019,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,2,-13,Homem,Branca,Somente escola privada,2003,16,9,67104,2019.2,2012.2
900001041,00000000476,2017,SISU,2017,2,,GRADUADO,2019,2,5,Homem,Branca,Somente escola pública,1999,18,20,5533,2017.2,2019.2
900000813,00000000477,2017,SISU,2015,1,,CANCELADO REPROVOU TODAS POR FALTAS,2016,2,4,Homem,Parda,Somente escola pública,1997,18,19,618,2015.1,2016.2
900002637,00000000478,2017,SISU,2019,1,,GRADUADO,2019,2,2,Homem,Parda,Somente escola pública,1996,23,23,65051,2019.1,2019.2
900002279,00000000479,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2018,2,15,Homem,Preta,Somente escola privada,1981,30,37,6516,2011.2,2018.2
900000078,00000000480,1999,VESTIBULAR / ENEM,2014,1,5,CANCELADO NOVO INGRESSO OUTRO CURSO,2018,2,10,Mulher,Não declarada,,1988,26,30,68082,2014.1,2018.2
900000416,00000000481,1999,VESTIBULAR / ENEM,2014,1,3,CANCELADO NOVO INGRESSO MESMO CURSO,2014,2,2,Homem,Parda,Somente escola pública,1994,20,20,568,2014.1,2014.2
900001587,00000000482,2017,SISU,2020,1,3,CANCELADO NOVO INGRESSO MESMO CURSO,2016,2,-6,Homem,Branca,Somente escola privada,1994,26,22,67452,2020.1,2016.2
900001259,00000000483,2017,SISU,2020,1,,CANCELADO REPROVOU TODAS POR FALTAS,2012,2,-14,Homem,Parda,Somente escola pública,1999,21,13,69874,2020.1,2012.2
900000716,00000000484,1999,VESTIBULAR / ENEM,2012,2,,GRADUADO,2019,1,14,Homem,Branca,Somente escola privada,1992,20,27,70719,2012.2,2019.1
900001653,00000000485,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2011,1,-1,Homem,Parda,Somente escola pública,1993,19,18,49594,2012.1,2011.1
900002180,00000000486,2017,SISU,2019,2,3,GRADUADO,2012,1,-14,Mulher,Parda,Somente escola pública,2002,17,10,,2019.2,2012.1
900002102,00000000487,1999,VESTIBULAR / ENEM,2013,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,4,Homem,Parda,Somente escola pública,1993,20,22,6214,2013.2,2015.1
900002808,00000000488,1999,VESTIBULAR,2010,2,,GRADUADO,2017,1,14,Homem,Não declarada,,1990,20,27,66041,2010.2,2017.1
900000241,00000000489,2017,SISU,2021,1,4,REGULAR,-1,0,-4044,Homem,Branca,Somente escola privada,2002,19,-2003,65518,2021.1,-1
900001670,00000000490,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2013,1,4,Homem,Branca,Somente escola privada,1992,19,21,5689,2011.2,2013.1
900000412,00000000491,2017,REOPCAO,2020,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2020,1,1,Mulher,Parda,Somente escola pública,1998,22,22,7562,2020.1,2020.1
900002098,00000000492,1999,VESTIBULAR / ENEM,2013,2,,REGULAR,-1,0,-4029,Homem,Parda,Somente escola privada,1989,24,-1990,61407,2013.2,-1
900002587,00000000493,1999,VESTIBULAR,2009,1,,CANCELAMENTO POR ABANDONO,2013,2,10,Homem,Não declarada,,1989,20,24,6770,2009.1,2013.2
900001912,00000000494,2017,SISU,2018,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,1,-12,Mulher,Parda,Somente escola pública,1998,20,14,6646,2018.2,2012.1
900000598,00000000495,2017,SISU,2017,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,-3,Homem,Branca,Somente escola pública,1986,31,29,61467,2017.1,2015.1
900001327,00000000496,1999,VESTIBULAR / ENEM,2012,2,,CANCELADO REPROVOU TODAS POR FALTAS,2013,1,2,Homem,Branca,Somente escola privada,1994,18,19,5763,2012.2,2013.1
900000211,00000000497,2017,SISU,2017,1,2,CANCELAMENTO P/ SOLICITACAO ALUNO,2015,2,-2,Homem,Parda,Somente escola privada,1996,21,19,6212,2017.1,2015.2
900002513,00000000498,2017,SISU,2018,2,,REGULAR,-1,0,-4039,Homem,Branca,Somente escola pública,1998,20,-1999,60154,2018.2,-1
900002351,00000000499,1999,VESTIBULAR,2006,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2013,2,15,Homem,Branca,Somente escola pública,1989,17,24,6001,2006.2,2013.2
900000293,00000000500,2017,SISU,2020,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2009,2,-20,Mulher,Branca,Somente escola privada,2000,20,9,648,2020.1,2009.2
900001936,00000000501,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2013,2,2,Homem,Parda,Somente escola privada,1992,21,21,6301,2013.1,2013.2
900002240,00000000502,2017,SISU,2018,1,3,CANCELADO NOVO INGRESSO MESMO CURSO,2016,2,-2,Homem,Branca,Somente escola pública,1999,19,17,73770,2018.1,2016.2
900002157,00000000503,2017,SISU,2019,1,3,CANCELADO REPROVOU TODAS POR FALTAS,2014,1,-9,Homem,Parda,Somente escola privada,1981,38,33,6510,2019.1,2014.1
900000654,00000000504,1999,VESTIBULAR / ENEM,2012,1,,GRADUADO,2015,1,7,Homem,Branca,Somente escola pública,1995,17,20,5865,2012.1,2015.1
900001957,00000000505,2017,SISU,2016,2,5,CANCELADO 3 REPROV MESMA DISCIPLINA,2017,1,2,Homem,Parda,Somente escola pública,1998,18,19,722,2016.2,2017.1
900002393,00000000506,1999,VESTIBULAR / ENEM,2014,1,,GRADUADO,2014,1,1,Homem,Branca,Somente escola privada,1996,18,18,6306,2014.1,2014.1
900000995,00000000507,2017,SISU,2018,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2015,2,-4,Mulher,Parda,Somente escola pública,2000,18,15,6376,2018.1,2015.2
900002494,00000000508,2017,SISU,2018,2,5,CANCELAMENTO POR ABANDONO,2019,1,2,Homem,Parda,Somente escola pública,1998,20,21,65914,2018.2,2019.1
900002556,00000000509,1999,VESTIBULAR,2009,2,,GRADUADO,2020,1,22,Homem,Parda,Somente escola privada,1975,34,45,66998,2009.2,2020.1
900002066,00000000510,2017,SISU,2015,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2017,2,6,Homem,Branca,Somente escola privada,1993,22,24,6549,2015.1,2017.2
900000137,00000000511,2017,SISU,2021,1,,GRADUADO,2015,2,-10,Homem,Branca,,2004,17,11,59716,2021.1,2015.2
900001488,00000000512,1999,VESTIBULAR,2010,1,,GRADUADO,2014,1,9,Homem,Parda,Somente escola privada,1992,18,22,,2010.1,2014.1
900001482,00000000513,1999,VESTIBULAR,2009,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2014,2,11,Homem,Não declarada,,1991,18,23,6729,2009.2,2014.2
900002314,00000000514,1999,VESTIBULAR / ENEM,2012,2,,REGULAR,-1,0,-4027,Homem,Não declarada,,1993,19,-1994,6483,2012.2,-1
900001648,00000000515,2017,SISU,2020,2,,CANCELADO REPROVOU TODAS POR FALTAS,2017,2,-5,Homem,Branca,Somente escola privada,2000,20,17,62720,2020.2,2017.2
900002713,00000000516,2017,VESTIBULAR / ENEM,2013,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2012,2,0,Homem,Branca,Somente escola privada,1992,21,20,6896,2013.1,2012.2
900001117,00000000517,1999,SISU,2015,2,4,REGULAR,-1,0,-4033,Mulher,Parda,Somente escola pública,1995,20,-1996,7194,2015.2,-1
900000998,00000000518,2017,SISU,2015,2,,CANCELAMENTO DE MATRICULA,2018,2,7,Mulher,Parda,Somente escola privada,1996,19,22,6519,2015.2,2018.2
900000062,00000000519,1999,VESTIBULAR / ENEM,2013,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2015,1,5,Homem,Parda,Somente escola privada,1995,18,20,71029,2013.1,2015.1
900000561,00000000520,2017,SISU,2014,2,,GRADUADO,2012,2,-3,Homem,Parda,Somente escola pública,1997,17,15,63504,2014.2,2012.2
900002576,00000000521,1999,VESTIBULAR / ENEM,2011,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2020,1,18,Mulher,Branca,Somente escola privada,1994,17,26,6272,2011.2,2020.1
900000823,00000000522,2017,TRANSFERENCIA,2019,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2016,2,-4,Homem,Branca,Somente escola pública,2001,18,15,7049,2019.1,2016.2
900002286,00000000523,1999,SISU,2015,1,4,REGULAR,-1,0,-4032,Homem,Não declarada,,1998,17,-1999,5758,2015.1,-1
900000314,00000000524,1999,VESTIBULAR / ENEM,2013,2,,REGULAR,-1,0,-4029,Homem,Branca,Somente escola privada,1995,18,-1996,6385,2013.2,-1
900000849,00000000525,1999,VESTIBULAR,2007,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2018,2,23,Homem,Branca,Somente escola privada,1988,19,30,62099,2007.2,2018.2
900002809,00000000526,1999,SISU,2015,2,,CANCELAMENTO POR ABANDONO,2017,2,5,Homem,Não declarada,Somente escola privada,1996,19,21,61805,2015.2,2017.2
900000864,00000000527,2017,SISU,2020,1,8,REGULAR,-1,0,-4042,Homem,Parda,Somente escola pública,2001,19,-2002,71733,2020.1,-1
900001115,00000000528,1999,SISU,2015,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2011,1,-8,Homem,Parda,Somente escola pública,1995,20,16,6333,2015.2,2011.1
900001315,00000000529,2017,SISU,2017,2,3,GRADUADO,2018,2,3,Homem,Não declarada,,1999,18,19,71127,2017.2,2018.2
900001888,00000000530,1999,SISU,2015,1,,REGULAR,-1,0,-4032,Homem,Parda,Somente escola pública,1987,28,-1988,5883,2015.1,-1
900002461,00000000531,2017,SISU,2019,2,,CANCELAMENTO POR ABANDONO,2014,2,-9,Homem,Branca,Somente escola privada,1995,24,19,62891,2019.2,2014.2
900001755,00000000532,1999,VESTIBULAR,2010,2,,CANCELAMENTO P/ SOLICITACAO ALUNO,2014,1,8,Homem,Branca,,1993,17,21,,2010.2,2014.1
900001674,00000000533,2017,SISU,2016,2,,REGULAR,-1,0,-4035,Homem,Preta,Somente escola pública,1997,19,-1998,6015,2016.2,-1
900001917,00000000534,1999,VESTIBULAR / ENEM,2013,1,,REGULAR,-1,0,-4028,Homem,Branca,Somente escola privada,1991,22,-1992,5977,2013.1,-1
900002655,00000000535,2017,SISU,2021,1,,REGULAR,-1,0,-4044,Homem,Não declarada,,2002,19,-2003,6297,2021.1,-1
900000820,00000000536,1999,VESTIBULAR,2009,2,,REGULAR,-1,0,-4021,Homem,Não declarada,,1989,20,-1990,63922,2009.2,-1
900001171,00000000537,2017,SISU,2017,1,,CANCELADO REPROVOU TODAS POR FALTAS,2020,1,7,Homem,Não declarada,,2000,17,20,60116,2017.1,2020.1
900001204,00000000538,2017,SISU,2019,2,,CANCELAMENTO P/ SOLICITACAO ALUNO,2011,1,-16,Mulher,Preta,Somente escola privada,2003,16,8,66809,2019.2,2011.1
900001032,00000000539,2017,SISU,2019,1,,REGULAR,-1,0,-4040,Homem,Branca,Somente escola privada,2001,18,-2002,6474,2019.1,-1
900000653,00000000540,1999,SISU,2016,2,2,CANCELADO NOVO INGRESSO MESMO CURSO,2012,1,-8,Homem,Não declarada,,1991,25,21,70199,2016.2,2012.1
900001102,00000000541,1999,VESTIBULAR / ENEM,2012,1,,REGULAR,-1,0,-4026,Homem,Amarela,Somente escola privada,1988,24,-1989,68110,2012.1,-1
900001303,00000000542,1999,VESTIBULAR,2010,1,,GRADUADO,2010,2,2,Homem,Branca,Somente escola pública,1990,20,20,6256,2010.1,2010.2
900000975,00000000543,1999,VESTIBULAR,2006,1,,CANCELADO NOVO INGRESSO OUTRO CURSO,2010,1,9,Homem,Amarela,Somente escola privada,1985,21,25,6626,2006.1,2010.1
900001295,00000000544,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2009,2,-6,Homem,Branca,,1992,21,17,6271,2013.1,2009.2
900001148,00000000545,1999,VESTIBULAR / ENEM,2013,2,,REGULAR,-1,0,-4029,Homem,Amarela,Somente escola privada,1995,18,-1996,62767,2013.2,-1
